werknemer_ID,functie,jaren_in_dienst,leeftijd,opleiding,communicatievaardigheid,expertise,niveau_veiligheidsonderzoek,verdacht_gedrag
175234,DevOps Engineer,0,55,HBO,4.761361309205999,ML-Ops,A,False
236396,Data Scientist,6,48,WO,5.54283844583614,Generalist,B,False
145172,Staf,2,30,PhD,7.775608208617212,Other,B,False
134899,Data Engineer,7,36,HBO,6.698217801388176,Data pipelines,C,False
169164,Data Scientist,7,42,PhD,6.002370648221011,Generalist,B,False
214348,Data Scientist,1,24,MBO,8.015976965551339,Vision,A,True
17704,Staf,10,36,MBO,7.796566635208071,Other,C,False
165194,Data Engineer,9,36,HBO,6.202156704103818,Data storage,B,False
73589,Staf,7,30,PhD,7.535625067773331,Other,A,False
216078,DevOps Engineer,4,38,HBO,6.798412560093989,ML-Ops,B,False
114236,Data Engineer,4,29,HBO,7.172681244795805,Data storage,B,False
76636,Data Engineer,9,47,PhD,5.781502084495629,Data pipelines,B,False
84643,Data Scientist,0,23,WO,6.34115613499133,Generalist,A,False
95919,Data Engineer,5,57,MBO,8.611458996238358,Data pipelines,B,False
58639,Staf,13,36,PhD,8.149520021686506,Other,C,False
225693,Data Engineer,5,28,HBO,6.956049752028966,Generalist,A,False
16516,Data Scientist,9,32,WO,6.666024592156615,Generalist,B,False
125346,Data Scientist,8,39,HBO,8.414914138566658,Vision,A,False
128842,Data Engineer,7,35,MBO,7.057494339356523,Generalist,B,False
142263,Staf,9,33,PhD,7.016310012269817,Other,C,False
50469,Data Scientist,0,23,PhD,5.818346006322321,Generalist,B,False
97818,Data Scientist,6,29,WO,6.458123201217994,Geo,A,False
14606,Data Scientist,2,32,MBO,5.252663922932481,Agent-based modelling,A,False
148002,Staf,6,29,WO,7.372526592582374,Other,C,False
135025,Staf,12,41,PhD,6.6074230644248795,Other,C,False
117501,Data Scientist,5,30,WO,7.402467719395537,Structured data,B,False
192580,Data Scientist,7,52,HBO,7.210861642152973,Generalist,B,False
197889,Data Scientist,8,56,MBO,7.119739031589458,Generalist,A,False
136852,Data Engineer,12,35,PhD,7.116010622432239,Data storage,A,False
116457,Staf,4,48,MBO,5.087871136682727,Other,A,False
89152,Data Scientist,3,26,HBO,7.144342627691842,Generalist,B,False
85215,Data Engineer,0,23,PhD,7.751313488765462,Generalist,A,False
33428,Staf,12,57,PhD,7.571186374897215,Other,B,False
202560,Data Scientist,9,32,MBO,7.634667480704604,NLP,A,False
174640,DevOps Engineer,9,33,PhD,8.148800922689283,ML-Ops,A,False
203075,Staf,1,24,MBO,6.737693924118996,Other,A,False
27056,Data Scientist,2,33,WO,4.327424109876349,Generalist,A,False
69121,DevOps Engineer,12,36,MBO,7.542123344232364,ML-Ops,A,False
13528,DevOps Engineer,3,35,MBO,8.231008914496256,ML-Ops,C,False
178010,DevOps Engineer,9,50,WO,8.43516860442013,ML-Ops,B,False
212598,Data Scientist,7,48,WO,7.2148151433559375,Geo,B,False
10010,Data Engineer,4,35,PhD,6.886046311717113,Generalist,B,False
220344,Staf,3,45,HBO,8.068992604780279,Other,B,False
91980,Data Scientist,2,25,PhD,5.688123920407312,Generalist,B,False
206843,DevOps Engineer,6,29,WO,6.028655902770067,ML-Ops,A,False
79505,DevOps Engineer,4,27,HBO,7.532526632544801,ML-Ops,A,False
72153,DevOps Engineer,11,36,WO,8.262134847649309,ML-Ops,A,False
189044,Data Scientist,3,34,WO,7.742614430142326,Generalist,B,False
88979,Data Scientist,3,55,HBO,6.950502189504344,Generalist,B,False
12091,Staf,6,36,MBO,5.90651943940262,Other,B,False
98132,DevOps Engineer,9,32,HBO,6.9292368352713325,ML-Ops,B,False
142259,Data Engineer,7,30,MBO,7.827131793464884,Generalist,B,False
184132,DevOps Engineer,3,26,PhD,8.125199339644247,ML-Ops,B,False
67935,Staf,8,44,PhD,6.899935259246678,Other,B,False
156343,Data Scientist,14,39,PhD,6.884390041046237,Structured data,C,False
14054,Data Scientist,4,27,WO,6.268580524680425,Generalist,B,False
23781,Data Engineer,0,23,PhD,8.211517591022636,Data storage,A,False
117863,Data Engineer,4,27,MBO,7.389411791536945,Generalist,A,False
65593,Data Engineer,9,32,WO,8.27476101537054,Data storage,B,False
172618,Data Engineer,10,33,WO,6.776594924587169,Data pipelines,A,False
72322,Data Scientist,1,26,HBO,7.948234071898855,Geo,A,False
96785,Data Scientist,4,34,WO,8.121236390823178,Generalist,A,False
149666,Staf,11,48,HBO,5.602182641977066,Other,C,False
175144,Staf,6,44,HBO,7.296554078302861,Other,B,False
212313,Data Scientist,2,49,PhD,7.673685174638347,Generalist,B,False
96334,Data Scientist,7,45,PhD,5.450349356982593,Generalist,B,False
41214,DevOps Engineer,5,40,PhD,7.39060057201937,ML-Ops,B,False
32231,Data Scientist,1,54,HBO,6.596993891314562,Agent-based modelling,B,False
156793,DevOps Engineer,10,39,WO,5.166342825615573,ML-Ops,B,False
98941,Data Scientist,2,25,WO,6.0637874811609445,Vision,B,False
69012,Data Scientist,7,30,HBO,7.627362146869055,NLP,B,False
196138,DevOps Engineer,11,34,HBO,7.483232056335326,ML-Ops,B,False
143285,Staf,3,31,HBO,6.483709855901817,Other,C,False
130381,Data Scientist,1,24,WO,7.142048785210581,Generalist,B,False
34162,Data Engineer,1,29,WO,8.38975814508395,Data pipelines,B,False
191480,DevOps Engineer,14,48,WO,7.015106900605198,ML-Ops,B,False
98052,Data Engineer,9,52,HBO,8.382377136286998,Data storage,B,False
208364,Data Scientist,3,44,HBO,7.6109322051945965,Vision,B,False
59810,Staf,2,25,MBO,5.148327757284385,Other,B,False
220398,Data Scientist,9,37,WO,5.555267271586612,Generalist,B,False
178811,Staf,7,37,HBO,6.3046905740087436,Other,B,False
233996,Data Scientist,8,45,PhD,7.6924306405405085,Agent-based modelling,B,False
157612,Data Engineer,3,41,WO,7.107967194330526,Generalist,B,False
21714,Staf,7,38,HBO,5.499261877173126,Other,B,False
71863,Data Scientist,3,26,PhD,6.341239154685882,Generalist,B,False
147959,Staf,0,23,PhD,7.569838670792471,Other,B,False
16462,Data Scientist,4,27,WO,8.389262385450545,Agent-based modelling,B,False
184646,Data Engineer,7,30,WO,7.345531672561081,Generalist,A,False
177197,Data Scientist,5,28,WO,7.72009806606229,Generalist,A,False
168678,Staf,4,27,PhD,6.167692780764797,Other,A,False
17764,Data Engineer,4,27,HBO,7.017254873875669,Generalist,B,False
195408,Data Scientist,12,44,MBO,5.918211331660368,Generalist,A,False
100991,Staf,2,38,HBO,8.034228474054817,Other,A,False
101466,Data Engineer,5,28,HBO,5.78544393527415,Data pipelines,B,False
133815,Staf,2,37,HBO,8.079474679971694,Other,A,False
157969,Data Scientist,8,49,HBO,7.21814301064345,Generalist,A,False
221334,Data Scientist,7,33,WO,8.035183327219706,Generalist,A,False
116259,Data Scientist,16,39,WO,6.810939176474447,Geo,B,False
146218,DevOps Engineer,4,38,MBO,5.366140723261283,ML-Ops,B,False
62279,Data Engineer,5,40,HBO,6.610700102410335,Generalist,B,False
207745,Staf,5,37,HBO,7.577428785818724,Other,B,False
205962,Staf,3,37,PhD,7.469369627358727,Other,A,False
164022,Data Scientist,4,53,PhD,6.0251871465328,Generalist,A,False
239669,Data Scientist,13,39,MBO,8.201538889747862,Geo,B,False
120789,Data Engineer,3,26,PhD,8.346300888304658,Data storage,B,False
13221,Data Scientist,3,42,WO,7.577870616574613,Vision,B,False
46906,Data Scientist,6,47,PhD,5.836148805586222,Geo,B,False
60916,DevOps Engineer,7,44,MBO,6.275622254473449,ML-Ops,B,False
128034,Data Scientist,3,36,HBO,5.753648529554491,Geo,B,False
17944,Data Engineer,9,32,PhD,7.180653079498804,Data pipelines,A,False
11090,Data Scientist,5,28,WO,8.646636265082837,Generalist,B,False
80916,Data Scientist,0,28,HBO,5.900644694335369,Geo,A,False
115657,Data Engineer,11,34,WO,6.7709692377388775,Generalist,A,False
230374,Data Engineer,10,35,HBO,7.59353346145644,Data pipelines,B,False
203282,Staf,2,40,PhD,6.927539369162804,Other,B,False
115634,Data Scientist,2,25,PhD,7.636391778294803,NLP,B,False
122389,Data Scientist,2,25,WO,7.668783848100462,Generalist,A,False
24803,Data Scientist,5,40,MBO,7.517568678801753,Generalist,B,False
47014,Data Engineer,8,45,MBO,5.548540242107558,Data pipelines,A,False
93823,Data Scientist,0,30,WO,6.472741889731035,Generalist,A,False
207794,Data Engineer,0,23,PhD,7.7460512509014885,Data pipelines,C,False
192458,Data Scientist,1,39,PhD,7.026783632733934,NLP,B,False
26470,Data Engineer,4,32,PhD,6.080526848748704,Data pipelines,B,False
118831,Data Scientist,8,31,WO,6.049802190497556,Generalist,B,False
65046,Staf,5,28,PhD,7.759650247018114,Other,A,False
50747,Data Engineer,10,49,WO,7.664057972520379,Generalist,C,False
22955,Data Scientist,6,29,MBO,7.458598934638571,Generalist,C,False
210460,Data Scientist,4,35,HBO,6.806090627385988,Generalist,B,False
215672,Data Scientist,3,38,WO,7.512211651093693,Generalist,B,False
226459,Staf,8,35,PhD,5.424090191720904,Other,B,False
193157,Data Scientist,9,53,PhD,9.186314404491412,Generalist,A,False
175534,Data Scientist,6,29,PhD,7.416067551665675,Structured data,B,False
117468,Staf,4,36,WO,4.69450559418012,Other,B,False
171398,Data Engineer,5,28,PhD,7.032312121996915,Data storage,B,False
162637,Staf,2,30,PhD,5.866261587247112,Other,B,False
199372,Data Engineer,1,42,PhD,7.55355742977412,Data storage,A,False
155189,Data Scientist,7,31,WO,5.593237331760096,Geo,B,False
233642,Data Scientist,1,24,MBO,5.455748081126849,Generalist,C,False
139715,Data Scientist,1,22,MBO,7.253929479225017,Generalist,B,False
74354,Data Scientist,12,35,MBO,6.944034629338193,Generalist,A,False
73632,Data Scientist,1,31,HBO,7.51553701298511,Generalist,A,False
203383,Data Engineer,6,40,PhD,8.13934029589217,Data pipelines,A,False
95561,Data Scientist,0,28,HBO,7.3549200633547445,Structured data,A,False
198378,Data Scientist,0,23,WO,9.026403060956511,Generalist,B,False
111597,Data Scientist,6,46,HBO,8.131994230430395,Generalist,B,False
130613,Data Scientist,5,28,PhD,8.593592844100682,Generalist,A,False
204026,Data Scientist,12,37,MBO,5.337160084489783,Generalist,B,False
147194,Data Engineer,1,22,WO,7.281499333475747,Data pipelines,B,False
182119,Staf,8,34,MBO,7.035574021483286,Other,A,False
46054,Staf,10,45,HBO,6.912903226198336,Other,B,False
228175,Data Engineer,10,33,MBO,5.540929687402355,Generalist,C,False
91872,Staf,8,43,MBO,6.084980575180367,Other,A,False
124460,Data Scientist,0,23,MBO,7.157544909325902,Structured data,C,False
92380,Staf,6,29,PhD,6.061923084624504,Other,C,False
117726,DevOps Engineer,1,24,PhD,6.644521733593857,ML-Ops,A,False
38398,Staf,6,35,MBO,4.203009151595504,Other,A,False
180173,Staf,6,46,HBO,6.804290772892342,Other,B,False
92150,Data Scientist,5,28,WO,7.760274789641159,Generalist,B,False
209207,Data Engineer,6,34,WO,7.392199298891412,Data storage,B,False
44413,Staf,9,46,PhD,7.983459496161424,Other,C,False
159813,Staf,2,43,PhD,6.667271623765476,Other,B,False
117198,Data Scientist,5,36,MBO,6.9153036192348845,NLP,A,False
63503,Data Scientist,1,40,MBO,6.584511119359511,Agent-based modelling,B,False
234752,DevOps Engineer,6,30,PhD,10.0,ML-Ops,B,False
121346,DevOps Engineer,8,31,PhD,7.395366026638195,ML-Ops,B,False
15522,DevOps Engineer,6,30,WO,7.684061674369518,ML-Ops,A,False
127090,DevOps Engineer,7,39,WO,7.090476678539222,ML-Ops,A,False
238682,Data Scientist,5,34,HBO,8.15169136189586,Generalist,B,False
113105,Data Engineer,13,49,HBO,7.613435209589106,Data pipelines,B,False
59953,Staf,10,43,WO,9.245701820721791,Other,B,False
132290,Staf,13,37,PhD,6.971226165652799,Other,B,False
120800,Data Scientist,1,24,MBO,7.852168208167767,Generalist,B,False
209489,Data Scientist,4,41,HBO,8.59396958156344,Vision,A,False
13767,DevOps Engineer,11,41,WO,6.772376667827246,ML-Ops,B,False
175814,Staf,7,30,MBO,7.088575281235957,Other,C,False
209766,Data Scientist,3,44,PhD,6.872742470133379,Generalist,B,False
58946,Data Scientist,8,31,MBO,7.311748100100196,Structured data,B,False
102380,Data Scientist,8,31,PhD,7.497750078235887,Vision,A,False
89139,Staf,8,31,WO,7.427029442408946,Other,B,False
189904,Data Scientist,10,33,PhD,6.366563032950896,Geo,A,False
52618,Data Scientist,7,30,PhD,7.650013131622447,Geo,A,False
80906,Data Scientist,6,39,HBO,6.525501679103571,Generalist,B,False
155078,Data Scientist,12,36,MBO,8.428082018176218,Geo,A,False
13965,Staf,6,40,PhD,6.114002568409143,Other,C,False
15574,Data Scientist,3,26,MBO,6.214315031693794,Generalist,B,False
190585,Data Scientist,6,50,MBO,6.63637223003683,Generalist,B,False
131429,DevOps Engineer,11,37,WO,6.685441194419103,ML-Ops,A,False
84746,DevOps Engineer,2,54,MBO,7.087943560976275,ML-Ops,B,False
188841,Data Scientist,2,25,HBO,6.71191139734701,Structured data,B,False
85424,Staf,3,30,MBO,7.679507423147335,Other,A,False
162328,Staf,14,42,MBO,6.792799546916259,Other,C,False
11470,Data Scientist,0,42,MBO,7.573708514783917,Generalist,B,False
228234,DevOps Engineer,4,29,WO,6.24385996726334,ML-Ops,B,False
127387,Data Scientist,1,34,HBO,6.106945391437488,Geo,B,False
145097,Data Scientist,2,34,PhD,6.988388664377565,Geo,B,False
50291,Staf,5,28,MBO,4.981813443544102,Other,C,False
135623,Data Scientist,11,34,MBO,7.9846838917102545,Generalist,B,False
170055,Data Scientist,9,51,WO,6.404145651257457,Generalist,B,False
146479,Data Scientist,3,38,HBO,7.5302427642495875,NLP,B,False
159137,Data Scientist,7,30,MBO,8.354585091858814,Generalist,C,False
235123,Data Engineer,8,48,WO,7.436703796128591,Data pipelines,B,False
103117,DevOps Engineer,13,39,WO,4.8624677641545535,ML-Ops,B,False
213914,Staf,4,31,MBO,6.234120114022552,Other,A,False
146785,Data Engineer,1,30,PhD,4.85972797594933,Data storage,B,False
58360,DevOps Engineer,5,28,MBO,5.824815598348543,ML-Ops,B,False
71262,Data Engineer,10,33,HBO,5.6987601341764265,Data storage,B,False
199727,Data Scientist,3,26,HBO,7.486953846437138,Generalist,B,False
164428,Data Scientist,3,40,HBO,6.553286968447943,Geo,B,False
185390,Staf,1,50,PhD,6.282352301031238,Other,B,False
126260,Data Scientist,3,30,MBO,7.899625801220112,Agent-based modelling,B,False
186690,Data Engineer,1,37,PhD,8.417732535940198,Data storage,A,False
25857,DevOps Engineer,17,52,MBO,8.18170825875869,ML-Ops,B,False
28678,Data Scientist,0,37,HBO,8.200203239804798,NLP,B,False
197309,DevOps Engineer,14,52,WO,7.363536089855593,ML-Ops,B,False
16987,Data Scientist,13,36,WO,7.522378034298276,Generalist,A,False
51651,Staf,6,63,MBO,6.210017565868771,Other,B,False
84107,Data Scientist,2,27,HBO,7.503226039863762,Generalist,B,False
176096,DevOps Engineer,2,32,HBO,8.706821182629529,ML-Ops,A,False
153376,Staf,1,24,MBO,4.5160245377319,Other,C,False
22584,Data Scientist,2,25,MBO,6.541144973337368,Generalist,B,False
69841,Staf,3,26,PhD,7.43785838593067,Other,C,False
178641,Staf,0,36,PhD,7.475041902634317,Other,C,False
100425,DevOps Engineer,2,25,PhD,6.78729212421362,ML-Ops,B,False
49226,DevOps Engineer,1,24,MBO,6.298474671781042,ML-Ops,B,False
12276,Data Engineer,0,23,HBO,7.203849284862522,Data pipelines,C,False
119407,Data Engineer,1,24,PhD,6.921936543804494,Data storage,A,False
22855,Data Engineer,13,42,MBO,5.2476854307479766,Data pipelines,C,False
144309,Data Scientist,6,29,WO,7.826029048235986,Structured data,B,False
140847,Data Engineer,10,39,MBO,6.651725694152007,Generalist,B,False
200376,DevOps Engineer,7,45,WO,8.146161765436899,ML-Ops,A,False
122216,DevOps Engineer,5,37,WO,5.5093708327448985,ML-Ops,B,False
94602,DevOps Engineer,12,37,MBO,6.579660934693987,ML-Ops,B,False
20464,DevOps Engineer,10,45,MBO,7.531902079975851,ML-Ops,A,False
171646,Data Scientist,1,24,WO,7.4113535896815135,Generalist,A,False
114221,DevOps Engineer,4,27,HBO,6.619108863598319,ML-Ops,A,False
197808,Data Scientist,7,30,PhD,9.066812392175645,Generalist,A,False
171412,DevOps Engineer,2,37,MBO,7.146439865607087,ML-Ops,B,False
95448,DevOps Engineer,11,44,HBO,7.155762383608718,ML-Ops,B,False
192529,Data Engineer,1,26,PhD,8.442599444973874,Data storage,B,False
150294,DevOps Engineer,9,40,MBO,6.185641967248998,ML-Ops,B,False
164589,Data Scientist,10,43,PhD,6.183074981784037,Vision,B,False
84163,Data Scientist,8,43,MBO,8.246798131334126,Structured data,A,False
150102,Staf,5,36,HBO,8.047806488152707,Other,C,False
162810,Data Scientist,3,34,HBO,6.649823600655004,Generalist,B,False
163058,DevOps Engineer,0,27,PhD,6.684069081347426,ML-Ops,B,False
16955,Data Engineer,6,29,HBO,7.0933258992919,Data storage,A,False
228535,DevOps Engineer,0,23,MBO,5.492022346727641,ML-Ops,B,False
136731,Data Scientist,1,24,HBO,5.882890939289194,Generalist,B,False
28150,Data Scientist,5,28,PhD,6.870839919854179,Generalist,B,False
139584,Data Engineer,3,27,MBO,7.008451410939491,Data pipelines,B,False
212379,Data Scientist,7,42,WO,6.139127516904393,Generalist,B,False
168702,Data Scientist,5,28,MBO,6.6024795669379985,Generalist,A,False
88589,Data Scientist,4,42,WO,8.242726231390606,Generalist,B,False
190022,Data Engineer,16,42,HBO,7.931426561616644,Generalist,B,False
172639,Data Scientist,4,54,HBO,6.697104778013853,Generalist,B,False
41995,DevOps Engineer,14,39,MBO,7.761144391385535,ML-Ops,A,False
52187,Staf,6,48,PhD,6.29646093193424,Other,A,False
27806,Data Scientist,7,48,PhD,7.946374813724776,Generalist,B,False
15927,DevOps Engineer,3,54,MBO,6.297710116235655,ML-Ops,B,False
166003,Data Engineer,6,36,MBO,7.435188183258135,Data storage,B,False
31552,Data Engineer,10,43,MBO,7.833545689579953,Data storage,B,False
177227,Staf,3,26,MBO,7.341113582278147,Other,B,False
87865,Staf,5,34,PhD,8.351583744925184,Other,A,False
59129,Data Engineer,1,51,HBO,7.05861860870631,Generalist,B,False
92082,Data Scientist,12,35,MBO,4.7038898804738976,Structured data,B,False
127139,Staf,8,31,HBO,8.07397620713334,Other,B,False
61637,DevOps Engineer,5,37,HBO,6.205842134506585,ML-Ops,B,False
120862,Data Scientist,2,36,WO,7.064128348972778,Vision,B,False
78906,DevOps Engineer,1,30,WO,7.575994286227236,ML-Ops,A,False
57201,Data Scientist,8,44,MBO,7.208051804411198,Generalist,A,False
10422,Data Scientist,4,35,PhD,6.56421634539415,Vision,A,False
40749,Data Engineer,3,49,WO,7.699121142326092,Generalist,A,False
41010,Data Scientist,6,39,WO,5.966378952264086,Structured data,A,False
28574,DevOps Engineer,6,29,HBO,6.268177488292017,ML-Ops,A,False
226755,Staf,8,32,HBO,6.59328867835479,Other,C,False
158310,Data Scientist,6,29,MBO,8.245215838635739,Structured data,B,False
225794,DevOps Engineer,11,36,WO,6.279866079027696,ML-Ops,A,False
231454,Data Engineer,15,38,PhD,6.170055020402609,Data storage,A,False
94472,DevOps Engineer,4,34,WO,9.366598860851376,ML-Ops,B,False
176831,DevOps Engineer,3,54,WO,6.916309746004764,ML-Ops,A,False
117558,Data Engineer,6,34,PhD,8.387160909909998,Data storage,B,False
11156,DevOps Engineer,6,30,MBO,8.074816064942265,ML-Ops,A,False
239544,Data Scientist,3,26,WO,6.208235652263436,NLP,C,False
42631,Data Scientist,6,29,PhD,6.389468645647729,Generalist,A,False
86399,Data Scientist,5,28,WO,6.0325623308298315,NLP,A,False
16969,Staf,1,25,PhD,6.913464693314902,Other,B,False
108574,DevOps Engineer,9,41,WO,7.256633019713768,ML-Ops,A,False
172041,Data Scientist,6,31,WO,5.486886674458743,Generalist,B,False
41439,Data Engineer,3,39,HBO,6.281424236410431,Generalist,A,False
104798,Staf,1,22,MBO,7.582736619695053,Other,C,False
151105,Data Scientist,10,40,PhD,6.1810260740614344,NLP,B,False
207996,Data Scientist,6,29,MBO,8.01738935434466,Generalist,B,False
227278,Data Scientist,3,26,PhD,7.718505867062462,Geo,B,False
201568,Data Scientist,0,23,HBO,6.924462638524584,NLP,B,False
56223,Data Scientist,2,54,PhD,7.162695023237675,Generalist,A,False
170890,DevOps Engineer,6,33,PhD,7.000011119572702,ML-Ops,B,False
178887,Data Engineer,5,37,PhD,7.358007419315475,Data storage,B,False
43233,DevOps Engineer,4,33,WO,6.114179104741113,ML-Ops,B,False
19992,DevOps Engineer,13,45,HBO,8.267816584138806,ML-Ops,A,False
89936,Data Scientist,9,45,MBO,6.060567275521471,Vision,C,False
108084,Data Scientist,5,32,HBO,6.441489083237633,Generalist,A,False
138375,Staf,5,28,PhD,6.450751571545867,Other,A,False
152473,Data Scientist,3,26,MBO,5.7078869665489895,Structured data,A,False
61756,Data Engineer,5,35,HBO,7.437552219264411,Data storage,A,False
21616,Data Engineer,8,31,PhD,5.786291817781634,Data pipelines,B,False
80303,Data Scientist,6,34,MBO,8.264302840372617,Vision,B,False
184344,Staf,5,51,PhD,7.87951105463375,Other,C,False
200380,Data Scientist,1,24,MBO,7.390152526759675,Agent-based modelling,A,False
93002,Data Scientist,8,36,PhD,6.808230652884204,Generalist,A,False
230998,Data Scientist,0,23,MBO,8.056831576238414,NLP,A,True
177695,DevOps Engineer,13,38,MBO,7.65234665519565,ML-Ops,B,False
135686,Data Scientist,1,24,PhD,7.411509266877955,NLP,A,False
163218,Data Engineer,3,65,MBO,5.795044382811473,Data pipelines,B,False
167523,Data Engineer,6,29,PhD,5.867420202041984,Data storage,A,False
190013,Data Engineer,11,55,MBO,6.410480586490129,Data pipelines,B,False
90371,Staf,5,33,HBO,5.214659088847965,Other,A,False
108004,DevOps Engineer,6,43,PhD,5.814729608990587,ML-Ops,B,False
121413,Data Engineer,13,47,PhD,7.528322374622759,Data pipelines,B,False
104898,Data Scientist,3,48,WO,5.147235489433882,Structured data,B,False
164215,Staf,7,44,MBO,7.574251354279587,Other,B,False
197862,DevOps Engineer,8,40,HBO,8.533068198979203,ML-Ops,B,False
28158,Data Scientist,12,50,MBO,5.590457422359407,NLP,B,False
202757,Data Engineer,1,24,MBO,8.053612232105102,Generalist,B,False
39640,DevOps Engineer,1,22,HBO,7.503712900036077,ML-Ops,B,False
80677,Data Scientist,5,28,MBO,6.6460179663381025,Generalist,A,False
186902,Data Engineer,3,34,HBO,6.6783160296174175,Data pipelines,B,False
30865,Data Scientist,9,51,PhD,7.129997468879032,Agent-based modelling,B,False
41537,Data Scientist,6,37,MBO,6.759711872056934,Generalist,B,False
49772,Data Scientist,14,38,PhD,6.96832048024598,Structured data,B,False
184613,Data Engineer,4,30,PhD,6.172165651584501,Generalist,C,False
50333,Staf,5,36,MBO,8.457342060965058,Other,C,False
217122,Data Engineer,13,43,MBO,5.601634337367148,Data storage,B,False
69580,Data Scientist,5,38,HBO,7.467579815862701,Geo,B,False
204349,Data Engineer,5,28,WO,6.074792348841643,Generalist,A,False
17781,Data Engineer,11,45,WO,7.754238244842009,Data pipelines,B,False
238164,DevOps Engineer,5,28,HBO,9.014083443287753,ML-Ops,B,False
27597,Data Scientist,0,40,WO,8.39699260957016,Structured data,B,False
180230,DevOps Engineer,7,30,HBO,7.59817163308803,ML-Ops,B,False
118937,Data Scientist,1,24,WO,7.990587087212395,Generalist,B,False
180342,DevOps Engineer,6,44,WO,7.191242645065382,ML-Ops,B,False
108638,Data Scientist,2,42,HBO,5.608553466094319,Agent-based modelling,A,False
205643,Staf,7,48,MBO,8.194699879124153,Other,C,False
114255,Data Scientist,5,52,HBO,7.994832885041199,Agent-based modelling,A,False
133279,DevOps Engineer,12,35,WO,6.902508364931485,ML-Ops,C,False
109203,DevOps Engineer,5,28,MBO,5.757220805203237,ML-Ops,C,False
203655,Data Scientist,12,48,WO,7.666784042541633,Generalist,B,False
100813,Data Scientist,5,53,PhD,6.757981416951688,Structured data,B,False
85392,Data Scientist,5,31,WO,5.997609034891317,Structured data,B,False
29187,DevOps Engineer,8,33,MBO,7.3452768689129675,ML-Ops,B,False
149086,DevOps Engineer,15,43,PhD,6.656986014456237,ML-Ops,A,False
77200,Data Scientist,5,28,PhD,6.01751486155557,Structured data,B,False
124053,Data Scientist,7,37,PhD,6.028827845867814,Vision,A,False
21691,Staf,3,26,PhD,5.27650363954398,Other,A,False
15178,Data Scientist,3,28,MBO,6.566030620964232,Generalist,A,False
209345,Data Engineer,1,22,WO,6.625751758454659,Generalist,B,False
26829,Staf,2,44,PhD,7.1671838590856005,Other,C,False
80661,Data Engineer,5,28,PhD,6.57835778508956,Data pipelines,B,False
152910,Staf,14,44,HBO,8.428701258205031,Other,B,False
138971,Data Engineer,1,44,WO,5.582547247951041,Generalist,B,False
117661,Data Scientist,4,33,PhD,8.22463061801635,Vision,A,False
61792,Data Scientist,11,35,HBO,7.426152263780573,Generalist,B,False
230236,DevOps Engineer,8,35,MBO,7.861630263400487,ML-Ops,B,False
79619,Data Engineer,4,28,HBO,6.0395151545759775,Data storage,B,False
138043,Data Scientist,8,31,MBO,8.61125137888131,Geo,B,False
47207,DevOps Engineer,14,37,PhD,7.584548359397804,ML-Ops,B,False
79283,DevOps Engineer,18,47,WO,6.734777105960581,ML-Ops,B,False
232598,Data Engineer,15,38,HBO,6.924748054281566,Data pipelines,B,False
146816,Data Scientist,7,30,WO,7.458019155835391,Agent-based modelling,A,False
152655,DevOps Engineer,5,36,HBO,6.125263744959847,ML-Ops,B,False
171579,Data Scientist,6,29,PhD,6.075387002639262,Structured data,B,False
22749,Data Engineer,0,51,PhD,6.897775374512979,Generalist,B,False
227580,Staf,2,29,WO,5.828610077536444,Other,A,False
170821,Data Scientist,10,54,MBO,4.3374597601693505,Vision,B,False
66638,Staf,0,23,PhD,6.330333834655909,Other,B,False
47639,Staf,2,25,WO,8.957483035575278,Other,C,False
90202,Staf,4,27,MBO,8.185673222467006,Other,C,False
96212,DevOps Engineer,2,25,MBO,6.096032274955323,ML-Ops,A,False
21663,Data Scientist,0,27,HBO,5.191486824444038,Generalist,B,False
178782,DevOps Engineer,0,23,MBO,8.450087551068593,ML-Ops,A,False
177540,Data Scientist,8,35,MBO,4.122668821977802,Agent-based modelling,A,False
75452,Staf,11,46,HBO,5.865077928279918,Other,B,False
185807,Data Engineer,7,30,WO,7.596559877510756,Data storage,B,False
47869,Staf,4,29,MBO,5.655820500156263,Other,C,False
238504,Data Scientist,0,48,PhD,7.213429088637316,Structured data,B,False
146040,Staf,6,39,HBO,8.657009168609074,Other,B,False
57408,DevOps Engineer,1,24,MBO,6.736529051672844,ML-Ops,B,False
29093,Data Engineer,6,29,PhD,6.794327023911135,Data pipelines,B,False
193347,Data Scientist,2,42,WO,6.448427320509933,Agent-based modelling,B,False
168550,Staf,13,48,HBO,6.937117876439402,Other,C,False
13492,Data Scientist,0,45,HBO,9.265821940277833,Generalist,B,False
41856,Data Scientist,0,31,MBO,7.41226157837711,Structured data,A,False
81849,Data Scientist,11,39,MBO,7.105560174287368,Geo,B,False
105217,Staf,10,33,HBO,7.238598752240088,Other,C,False
17006,DevOps Engineer,12,39,HBO,8.626448030175721,ML-Ops,B,False
94445,Data Engineer,5,28,HBO,7.10906502820609,Data storage,B,False
201744,Staf,10,33,WO,8.500080633659785,Other,C,False
100157,Staf,11,39,HBO,6.925461890145078,Other,A,False
60899,Data Scientist,1,24,WO,7.180611553892341,Generalist,B,False
81260,Data Engineer,4,35,WO,7.51994806137143,Data storage,B,False
215118,Data Scientist,0,30,HBO,7.4810671244677485,Generalist,B,False
153139,Data Engineer,9,32,PhD,7.270458383638979,Generalist,A,False
